CLIENTNUM,Attrition_Flag (Customer turnover),Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,loanProbability,Loan
713039808,Existing Customer,45,M,4,College,Married,Less than $40K,Blue,32,2,1,6637,0,0%,0.5530830441653705,1
801700233,Existing Customer,36,M,2,Graduate,Single,$120K +,Blue,28,3,0,3174,2462,78%,0.2869070861746742,1
716815308,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,36,2,5,4396,1489,34%,0.40990504056000127,0
821149008,Attrited Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,48,2,4,34516,0,0%,0.6306288897883721,1
720580383,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,37,2,4,1438.3,0,0%,0.42216881743104084,0
780202908,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,43,3,4,6853,1480,22%,0.2670957565279458,1
787504158,Existing Customer,36,F,0,Unknown,Married,Less than $40K,Blue,24,3,2,2570,2230,87%,0.19955608428679525,0
716183283,Existing Customer,27,F,1,College,Divorced,Less than $40K,Blue,15,3,2,2166,890,41%,0.3028676749935507,1
824168808,Existing Customer,31,F,1,College,Divorced,Unknown,Blue,27,6,3,3647,1480,41%,0.2756387288763204,1
712936908,Existing Customer,36,M,3,Unknown,Single,$60K - $80K,Blue,36,1,1,11684,1786,15%,0.6040741309152127,0
719855958,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,1,4,4475,0,0%,0.5526807460654743,1
710112933,Existing Customer,28,M,1,Uneducated,Single,$60K - $80K,Blue,18,3,2,16604,1716,10%,0.5388134470229717,1
768364233,Existing Customer,59,M,1,High School,Married,$40K - $60K,Blue,53,2,5,5446,1885,35%,0.4211411070369073,1
771725808,Existing Customer,43,M,3,Uneducated,Unknown,$80K - $120K,Blue,31,1,4,28700,769,3%,0.6554505301171367,1
780686358,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,30,1,1,2888,1676,58%,0.4713472511296287,0
712762758,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,34,2,0,9451,1280,14%,0.5253327108765059,0
714392808,Existing Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,43,4,5,13933,1019,7%,0.674330137,1
713089458,Existing Customer,44,M,1,High School,Married,Less than $40K,Blue,33,2,2,6130,808,13%,0.3239693367971179,0
826780683,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,36,2,2,15008,0,0%,0.7127514753692157,1
780251658,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,18,1,4,4583,1586,35%,0.3741645345953085,0
772273983,Attrited Customer,48,M,4,Uneducated,Single,$40K - $60K,Blue,37,3,4,5268,2191,42%,0.36062872178962185,0
737944908,Existing Customer,58,M,2,Unknown,Married,$60K - $80K,Blue,51,2,2,14976,1463,10%,0.6045962560342999,0
720688158,Existing Customer,37,F,3,High School,Single,Less than $40K,Blue,25,2,4,2282,0,0%,0.367955291,1
719902908,Attrited Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,36,3,3,5130,0,0%,0.4605907293264927,1
771682533,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,31,3,2,5702,0,0%,0.4243402862509886,0
708193008,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,4,14480,0,0%,0.6216203130538928,1
772449858,Existing Customer,51,M,3,Graduate,Divorced,$40K - $60K,Blue,41,3,4,7570,1388,18%,0.4696516765873673,0
715992558,Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,Blue,38,2,2,12878,1628,13%,0.755722552,1
708502908,Existing Customer,61,M,2,High School,Single,$60K - $80K,Silver,48,2,3,26218,0,0%,0.3962776672598898,0
720132258,Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,36,1,5,34516,1323,4%,0.7489871488215651,1
708704433,Existing Customer,36,F,3,High School,Single,Unknown,Blue,23,3,4,2804,2090,75%,0.4647657544485066,1
720906033,Existing Customer,35,M,1,Graduate,Married,$40K - $60K,Blue,25,4,4,5801,1176,20%,0.34656556219491386,0
719961183,Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,53,3,2,2271,1278,56%,0.26751415537389206,0
718838808,Existing Customer,36,F,1,Post-Graduate,Married,Less than $40K,Blue,23,3,3,3107,2354,76%,0.5101507972439545,1
710268858,Existing Customer,33,F,4,Graduate,Single,Less than $40K,Blue,22,1,2,2001,1217,61%,0.4643848179835443,1
788360283,Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,26,1,0,1438.3,0,0%,0.30406529769431495,1
717914808,Existing Customer,65,M,1,High School,Single,Unknown,Blue,36,3,5,4465,703,16%,0.24585083635239918,0
802884933,Existing Customer,61,M,1,Graduate,Married,$60K - $80K,Blue,55,2,3,3264,1348,41%,0.3957691924453416,0
714436383,Existing Customer,44,M,4,Graduate,Unknown,$80K - $120K,Blue,34,3,2,26856,0,0%,0.7311519789092684,0
718785483,Existing Customer,38,M,1,Doctorate,Single,$80K - $120K,Silver,29,3,3,34516,1435,4%,0.6526780183754648,1
708816408,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,32,6,3,21756,0,0%,0.6960195950822041,0
715363908,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,26,1,2,4726,1551,33%,0.5049759958490313,0
709163358,Attrited Customer,41,M,5,Unknown,Single,$60K - $80K,Gold,32,3,4,34516,2517,7%,0.5895911107034355,1
827643858,Existing Customer,45,F,2,Unknown,Single,Less than $40K,Blue,41,2,2,5596,0,0%,0.3658566590930262,1
711251133,Existing Customer,37,M,0,Post-Graduate,Single,$80K - $120K,Blue,27,2,3,15326,0,0%,0.5591068935179979,1
716896833,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,38,1,4,11373,1319,12%,0.43927192245265856,0
789193383,Existing Customer,65,M,0,Uneducated,Single,Less than $40K,Blue,54,1,5,2644,1691,64%,0.10647491770006763,0
712801758,Existing Customer,37,F,1,Graduate,Single,$40K - $60K,Blue,27,1,2,2673,2517,94%,0.31123492078348247,0
719836083,Existing Customer,54,M,4,Unknown,Married,$60K - $80K,Blue,36,4,2,7477,1752,23%,0.5212058851808877,1
718291233,Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,33,1,3,16227,917,6%,0.7765842138628885,1
718682883,Existing Customer,41,M,2,Unknown,Single,$80K - $120K,Blue,34,3,1,19110,2449,13%,0.6178356890388218,1
771503958,Existing Customer,49,M,2,Unknown,Single,$40K - $60K,Blue,37,1,3,2993,1265,42%,0.32509176227514663,1
771960708,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,40,2,4,3290,2461,75%,0.36182310112373806,1
717427983,Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,39,3,4,11176,2422,22%,0.3886474557822292,0
712737108,Existing Customer,48,F,4,High School,Married,Unknown,Blue,36,1,2,21416,0,0%,0.7301756751540867,1
771599283,Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,2,5,2492,1668,67%,0.4357617146879423,1
717237708,Existing Customer,54,M,2,Post-Graduate,Single,$60K - $80K,Blue,38,3,5,14265,1878,13%,0.6952670441208653,1
710703708,Existing Customer,46,F,4,Unknown,Single,$40K - $60K,Silver,35,3,2,16985,968,6%,0.4963491118892894,1
712513458,Existing Customer,47,F,4,High School,Single,Less than $40K,Blue,38,1,4,7469,1899,25%,0.4602251193428911,0
709690158,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,36,1,2,4592,2517,55%,0.5828562451239635,1
709959858,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,32,3,4,4341,0,0%,0.49582470125705513,0
720683958,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Gold,36,2,2,34516,0,0%,0.6073934259560151,0
780704358,Existing Customer,34,M,3,Post-Graduate,Unknown,$60K - $80K,Silver,23,3,0,27710,0,0%,0.57857224,0
717843783,Existing Customer,33,F,1,College,Single,Less than $40K,Silver,17,3,2,13431,1583,12%,0.2744960715887337,1
718318383,Existing Customer,49,M,1,High School,Unknown,$60K - $80K,Blue,36,3,4,2645,1499,57%,0.38867753557374674,1
708849858,Existing Customer,44,M,3,Doctorate,Single,$120K +,Blue,35,1,5,14028,1435,10%,0.7089503114076777,1
712652283,Existing Customer,36,M,1,Uneducated,Divorced,$80K - $120K,Blue,28,1,3,34516,774,2%,0.5245194532674258,0
793461933,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,31,2,4,5699,1006,18%,0.4578832605833929,1
720084183,Existing Customer,46,M,3,Unknown,Divorced,$120K +,Blue,34,2,4,16284,0,0%,0.6250978548419427,0
767114958,Existing Customer,65,M,0,Uneducated,Single,Less than $40K,Blue,56,2,2,3226,2073,64%,0.1422196076630255,0
709216533,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,36,3,4,2803,778,28%,0.5536812438472174,0
720897783,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,30,2,5,34516,2010,6%,0.5455063918329369,1
773503308,Existing Customer,59,M,1,Uneducated,Single,Less than $40K,Blue,53,5,4,2192,1569,72%,0.2867630828561368,0
719963433,Existing Customer,37,F,3,Unknown,Single,Unknown,Blue,29,2,2,8318,1945,23%,0.3617239658083009,1
708139833,Attrited Customer,40,M,3,Graduate,Unknown,$60K - $80K,Blue,30,2,3,6391,0,0%,0.38751207151991174,0
710664558,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,31,2,4,4736,945,20%,0.49015504084817757,1
713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,49,2,4,9944,1606,16%,0.6284748953255801,1
816312633,Existing Customer,52,F,3,College,Married,$40K - $60K,Blue,47,3,3,4717,0,0%,0.6013898832723154,0
712019883,Existing Customer,43,F,4,Unknown,Unknown,Unknown,Blue,34,3,3,12778,1528,12%,0.6621259604299641,1
718216008,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,38,2,3,16920,2157,13%,0.7304780334124014,1
718345233,Existing Customer,45,F,2,Graduate,Unknown,Less than $40K,Blue,35,3,3,3240,2517,78%,0.3888501526463909,1
771228183,Existing Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,17,1,3,4704,0,0%,0.16997838508823906,0
789430083,Existing Customer,41,F,5,High School,Single,$40K - $60K,Blue,32,1,2,14987,1425,10%,0.82801718,1
779524833,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,34,3,3,3554,1563,44%,0.303544979,1
823621083,Existing Customer,46,M,3,Graduate,Married,$120K +,Blue,42,3,4,9227,938,10%,0.45246566175386765,0
715563558,Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,40,3,2,7522,1057,14%,0.28817034930380236,0
715424283,Existing Customer,31,F,0,College,Married,Less than $40K,Blue,21,2,2,1677,0,0%,0.35638269180939486,1
807209808,Existing Customer,48,M,1,High School,Single,$60K - $80K,Blue,40,2,2,2319,1630,70%,0.3494980293656169,0
716578158,Existing Customer,39,F,1,Unknown,Married,Less than $40K,Blue,29,2,5,2722,1592,59%,0.3360659767142616,0
708911508,Existing Customer,50,F,2,Unknown,Married,Less than $40K,Blue,39,3,2,2046,0,0%,0.3137843381591192,1
717332733,Existing Customer,47,M,4,Unknown,Single,$80K - $120K,Silver,37,2,4,34516,0,0%,0.7227445184286336,1
710681808,Existing Customer,53,M,3,High School,Single,$80K - $120K,Blue,42,3,3,18531,1548,8%,0.7683096747353166,1
708740808,Existing Customer,45,M,4,Graduate,Married,$40K - $60K,Blue,36,3,4,4112,0,0%,0.6010614655891977,0
711728208,Existing Customer,46,M,4,Graduate,Single,$120K +,Blue,34,1,2,34516,0,0%,0.6187751526097665,1
720562008,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Silver,22,3,3,34516,1263,4%,0.5464701701280521,0
709012083,Existing Customer,39,M,1,Uneducated,Married,Less than $40K,Blue,28,3,4,4683,2514,54%,0.2867842343290289,1
771073908,Existing Customer,62,M,0,Unknown,Married,$40K - $60K,Blue,48,1,2,1438.3,0,0%,0.19505926076279945,0
718174908,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,36,3,2,4224,2417,57%,0.4359993826165411,1
709550958,Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,32,1,4,7133,0,0%,0.4571084487729989,1
720411183,Existing Customer,34,F,1,High School,Single,Unknown,Blue,22,1,0,10253,1857,18%,0.5015316862852925,1
720776508,Existing Customer,44,F,2,Doctorate,Single,$40K - $60K,Blue,25,3,2,4210,0,0%,0.4249742018559463,1
755615208,Existing Customer,49,M,3,High School,Single,$120K +,Blue,42,3,2,12630,1822,14%,0.6905227390055276,0
708147108,Existing Customer,26,M,0,Graduate,Divorced,Unknown,Blue,36,1,3,21084,2517,12%,0.4308337079658723,1
827476983,Attrited Customer,56,F,2,College,Single,Less than $40K,Blue,52,5,1,3639,2178,60%,0.3413601529425001,0
716682258,Existing Customer,52,M,1,High School,Divorced,$120K +,Blue,36,3,5,31945,1591,5%,0.5255690873345101,1
708563433,Attrited Customer,65,F,0,High School,Single,Unknown,Blue,56,6,3,5894,477,8%,0.15987292938440517,0
772277508,Existing Customer,65,F,1,Unknown,Single,Less than $40K,Blue,54,2,2,2209,0,0%,0.20882832384694552,1
712515558,Existing Customer,35,M,1,College,Single,$60K - $80K,Blue,26,2,3,23447,1515,7%,0.465720932,0
719342808,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,30,2,3,4180,688,17%,0.43078407623200393,1
788957358,Existing Customer,53,F,1,Graduate,Single,$40K - $60K,Blue,39,3,2,4930,2227,45%,0.23729909134233204,0
778386033,Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,18,3,4,3417,1749,51%,0.5307883899719872,0
820060758,Existing Customer,50,F,1,College,Single,Less than $40K,Blue,45,2,4,4785,1965,41%,0.36297881683588057,0
713271708,Existing Customer,46,M,3,Uneducated,Married,Less than $40K,Silver,33,2,2,12685,0,0%,0.4911241120073508,1
720555483,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,35,3,3,21374,0,0%,0.6600599342161191,1
709405758,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,28,3,2,1911,1217,64%,0.38746250753069983,1
769463433,Existing Customer,41,F,2,Post-Graduate,Single,Less than $40K,Blue,35,3,2,8666,0,0%,0.5622254094634728,1
786087633,Existing Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,54,1,0,2759,2501,91%,0.248763667,0
738627708,Attrited Customer,49,F,2,Unknown,Single,Unknown,Blue,41,3,4,5984,0,0%,0.33781706910440024,0
719527833,Existing Customer,45,F,4,High School,Unknown,Unknown,Blue,36,3,3,23000,1097,5%,0.7428748730608788,1
715921758,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,25,3,2,1438.3,0,0%,0.44147525034068713,0
717280158,Existing Customer,49,M,3,Graduate,Married,Less than $40K,Blue,36,3,5,2976,1817,61%,0.38688837939591686,1
714179658,Existing Customer,43,M,3,High School,Single,$120K +,Blue,36,1,3,34516,0,0%,0.5365704431823719,0
806637558,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,53,2,5,1438.3,0,0%,0.40091165682558055,0
714828708,Existing Customer,46,M,0,High School,Divorced,$80K - $120K,Blue,36,1,4,16099,0,0%,0.4140175578916868,0
711989358,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,36,2,1,19595,1187,6%,0.540714817,1
720188508,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,25,2,4,13193,1749,13%,0.6481374756032617,1
719528958,Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,36,1,3,8184,1508,18%,0.42207871670564895,1
713110908,Existing Customer,30,M,1,Unknown,Married,Less than $40K,Blue,13,6,5,2607,1966,75%,0.2610048084478097,1
721179708,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,37,2,3,5758,0,0%,0.38225286376767553,1
716363658,Existing Customer,51,M,2,Doctorate,Single,$120K +,Blue,36,2,5,25873,582,2%,0.6588281712496353,1
711443808,Existing Customer,46,M,2,Unknown,Divorced,$60K - $80K,Blue,37,1,1,2695,1657,62%,0.3899840290299931,0
778952058,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,32,2,5,20860,1496,7%,0.7314218012724167,1
713642133,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,30,3,3,1892,1049,55%,0.5956915314431104,1
778908783,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,33,3,4,27751,1018,4%,0.7883531956324401,1
778170633,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,38,2,2,34516,657,2%,0.9151829664606932,1
714670533,Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,37,1,5,24580,2517,10%,0.5984124578781265,0
771833433,Attrited Customer,49,M,2,High School,Married,$80K - $120K,Blue,38,2,4,29893,0,0%,0.6061338227905559,0
772758783,Existing Customer,43,M,1,Unknown,Married,$80K - $120K,Blue,33,1,5,21165,735,4%,0.5452741714345737,0
788959758,Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,33,2,1,9148,561,6%,0.532410158,1
716878533,Existing Customer,55,M,2,Unknown,Married,$80K - $120K,Blue,46,1,1,10979,1889,17%,0.6679656335934716,0
713267133,Existing Customer,41,F,5,Post-Graduate,Married,Less than $40K,Blue,33,1,2,6519,851,13%,0.6491749162875009,1
716263533,Existing Customer,44,M,5,High School,Married,$80K - $120K,Blue,36,2,2,2509,1464,58%,0.684990299,1
719026383,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,36,1,3,2664,0,0%,0.328331064,0
821755233,Existing Customer,40,F,2,Unknown,Married,Unknown,Blue,28,5,2,14999,1123,8%,0.5350445962444187,1
709683633,Existing Customer,32,F,1,High School,Single,Less than $40K,Silver,13,1,2,10332,948,9%,0.2800853959434971,0
714318033,Existing Customer,50,M,4,Unknown,Married,$60K - $80K,Blue,36,1,4,10226,1638,16%,0.8420392584277145,1
828291858,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,34,3,4,12050,1821,15%,0.7373284006343956,1
779647608,Existing Customer,39,M,2,High School,Single,$120K +,Blue,22,2,2,26124,0,0%,0.5093854088132721,0
787605558,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,31,2,2,9816,0,0%,0.6044332942866176,0
771534408,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,40,3,3,2783,2379,86%,0.3736815334714291,0
716219808,Existing Customer,49,M,3,Graduate,Unknown,$60K - $80K,Blue,36,2,3,15942,0,0%,0.6025545576745623,1
715690908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Silver,39,3,2,12222,1260,10%,0.3990092837026464,1
789125733,Existing Customer,38,F,4,Doctorate,Married,Less than $40K,Blue,26,2,4,4002,1402,35%,0.6432003011809927,0
717271983,Existing Customer,60,M,0,College,Single,$80K - $120K,Silver,53,3,2,34516,1388,4%,0.508644727,1
709695333,Existing Customer,48,M,2,High School,Single,$80K - $120K,Blue,36,2,4,10227,1695,17%,0.5374295944982759,1
712233183,Existing Customer,45,F,2,Graduate,Single,Less than $40K,Blue,34,3,1,4265,1622,38%,0.28395384569657545,0
716645883,Existing Customer,47,M,2,Unknown,Unknown,$60K - $80K,Blue,36,2,2,13867,0,0%,0.4745051096784003,1
711762408,Existing Customer,43,M,2,Doctorate,Divorced,$40K - $60K,Blue,34,1,2,2243,0,0%,0.517196245,0
818305008,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,1,3,11239,1375,12%,0.6395850200252927,1
788159433,Existing Customer,53,M,2,Unknown,Single,$60K - $80K,Blue,45,1,2,22558,818,4%,0.5366135996478486,1
709104333,Existing Customer,50,M,5,Post-Graduate,Married,$120K +,Silver,36,2,4,34516,891,3%,0.9119415185568651,0
708112008,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,36,2,3,23510,1049,5%,0.6710749754129974,1
714731208,Existing Customer,63,F,0,Uneducated,Unknown,$40K - $60K,Blue,55,2,2,1651,1433,87%,0.22436273250131947,1
710006958,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,41,2,2,8693,796,9%,0.35904401137023617,0
815062383,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,30,3,1,4549,1193,26%,0.3819326370441619,0
778447908,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,33,1,2,3558,0,0%,0.475107932,0
720725058,Attrited Customer,51,F,1,Graduate,Single,Less than $40K,Blue,37,3,4,7176,0,0%,0.16897827805649035,1
803415183,Existing Customer,44,M,3,Unknown,Single,$80K - $120K,Silver,38,3,1,34516,657,2%,0.6557070043033154,1
708582858,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Blue,25,3,4,18293,0,0%,0.6190096872657838,1
779833908,Existing Customer,40,F,2,Graduate,Divorced,Unknown,Blue,23,2,1,18332,1376,8%,0.4958234710225625,1
818687958,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,43,3,2,6383,1436,23%,0.38783164639822376,1
708714108,Existing Customer,42,F,3,High School,Single,Less than $40K,Silver,31,2,3,13441,2517,19%,0.44550261284503156,1
754872333,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,43,1,3,20114,0,0%,0.5470167222672511,0
718637208,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,43,2,1,2019,1387,69%,0.3079785274482333,0
816772908,Existing Customer,38,M,3,High School,Single,$60K - $80K,Silver,33,1,2,34516,1793,5%,0.70871236,0
711935283,Attrited Customer,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,47,1,4,1438.3,0,0%,0.6687460386862379,1
716950758,Attrited Customer,46,M,4,High School,Married,$60K - $80K,Blue,36,3,2,8017,0,0%,0.4841611840262532,1
716497908,Existing Customer,49,F,1,Doctorate,Married,Unknown,Blue,36,1,2,8519,0,0%,0.4934107662093412,1
809358708,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,33,2,2,34516,2135,6%,0.7168017528231446,1
716037708,Existing Customer,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,3,3,9474,1021,11%,0.356606861,0
717804783,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,27,3,4,6587,824,13%,0.37016796050560463,1
715338783,Existing Customer,32,M,1,High School,Single,$60K - $80K,Blue,36,2,2,2999,0,0%,0.3082430084164942,0
779645658,Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,32,1,4,7154,1472,21%,0.4008461907847633,1
787565433,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,2,4,4039,1397,35%,0.5636937611429238,0
717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,46,2,3,5516,2517,46%,0.5678927039610896,0
715746633,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,54,1,2,5577,689,12%,0.10272056536009423,0
720635883,Existing Customer,34,M,3,Unknown,Unknown,$80K - $120K,Blue,24,3,3,8628,1500,17%,0.5119663130030921,1
710077008,Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,33,3,1,30137,1368,5%,0.5213014627908432,1
804437658,Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,36,2,1,9778,2154,22%,0.8485166870847752,1
780000258,Existing Customer,48,M,3,Uneducated,Single,$120K +,Blue,38,2,5,20912,0,0%,0.5776820249330905,1
825785508,Existing Customer,49,M,3,High School,Single,$120K +,Blue,45,2,2,14699,1049,7%,0.6337511339911315,0
720252858,Existing Customer,57,M,3,College,Single,$60K - $80K,Blue,36,3,2,10350,0,0%,0.7602390771212079,1
710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,36,2,3,11346,0,0%,0.71915632,1
711750183,Existing Customer,63,F,2,Graduate,Single,Less than $40K,Gold,55,1,3,15987,1345,8%,0.2788737594579231,0
718364283,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,30,2,4,19711,0,0%,0.6115419519380022,1
711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,25,1,1,8650,1929,22%,0.4918590499762292,1
711046383,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Silver,36,1,1,34516,1316,4%,0.6250255148536361,1
720877083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,36,1,2,9748,1354,14%,0.6999597209927679,1
715662258,Existing Customer,49,F,3,Unknown,Unknown,Less than $40K,Blue,36,1,2,2454,2060,84%,0.3331904352820625,1
715570533,Attrited Customer,48,M,3,Post-Graduate,Unknown,$120K +,Blue,35,2,6,34516,0,0%,0.654373745,0
758202858,Existing Customer,47,F,3,High School,Unknown,Less than $40K,Blue,40,2,4,4255,1681,40%,0.38648293766803615,0
712872183,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,24,2,2,3271,1367,42%,0.4131233980324117,0
710014683,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,2,3480,724,21%,0.11795304296805179,0
716934333,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,40,1,4,13306,2458,19%,0.7005330450197298,1
778523733,Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,31,1,2,13637,0,0%,0.6848195343612214,1
716353083,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,29,2,3,6733,1028,15%,0.38581247071380564,0
753642933,Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,45,3,0,2728,1365,50%,0.38691403977958294,0
708151008,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,41,1,2,6250,644,10%,0.5877087725099845,1
789646158,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,1,3,3653,881,24%,0.5893444786494759,1
712423233,Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Blue,36,3,1,22919,1368,6%,0.6129520204341775,1
719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,20,2,2,34516,0,0%,0.3697759884524366,0
786509358,Existing Customer,44,M,3,Unknown,Married,$80K - $120K,Blue,38,1,4,4198,1782,42%,0.4968045952808683,1
711502908,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,39,2,2,7532,0,0%,0.5026441678395119,1
748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,2,3,4587,1704,37%,0.5406703158969193,0
721532583,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,3,4,12250,2165,18%,0.7824639815786659,1
789244308,Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,41,1,4,17753,1899,11%,0.8556075711406673,1
709330383,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Silver,19,3,3,12535,2049,16%,0.2333229353854285,0
719136183,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38,1,3,3541,1444,41%,0.5040191114655828,1
716939358,Existing Customer,43,F,3,Graduate,Divorced,Unknown,Blue,33,3,4,14622,0,0%,0.6702275954936655,1
778155558,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,38,1,2,23973,0,0%,0.6810486848778355,1
713461533,Existing Customer,54,M,3,Graduate,Single,$80K - $120K,Blue,38,2,1,29200,1310,5%,0.6230246845933956,1
803776533,Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,2,10077,0,0%,0.6245222882168975,1
714857508,Existing Customer,44,F,4,Doctorate,Married,Unknown,Blue,36,2,4,8667,1775,21%,0.7663057788010961,1
720348933,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,31,3,4,12871,758,6%,0.6474937773300412,1
